EVTDESC199061;$COUNTRY_ADJ$ Ghana has just been declared a colony. The $COUNTRY_ADJ$ government commissioned charters and maps to assess the economic potential of the colony and in $CAPITAL$ several companies expressed their interest in opening new plantations as new territories are charted. Now with the charters almost complete and with the new colonial organization in place, the $COUNTRY_ADJ$ companies interested in developing new business are drawing plans to expand their business.\nIn Ghana there's potential for cotton, coffee or tobacco production, as well as gold reports. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME199062;Production in $COUNTRY_ADJ$ Upper Volta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199062;$COUNTRY_ADJ$ Upper Volta has just been declared a colony. The $COUNTRY_ADJ$ government commissioned charters and maps to assess the economic potential of the colony and in $CAPITAL$ several companies expressed their interest in opening new plantations as new territories are charted. Now with the charters almost complete and with the new colonial organization in place, the $COUNTRY_ADJ$ companies interested in developing new business are drawing plans to expand their business.\nIn Upper Volta there's potential for cotton, coffee or tobacco production. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME199063;Production in $COUNTRY_ADJ$ Dahomey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199063;$COUNTRY_ADJ$ Dahomey has just been declared a colony. The $COUNTRY_ADJ$ government commissioned charters and maps to assess the economic potential of the colony and in $CAPITAL$ several companies expressed their interest in opening new plantations as new territories are charted. Now with the charters almost complete and with the new colonial organization in place, the $COUNTRY_ADJ$ companies interested in developing new business are drawing plans to expand their business.\nIn Dahomey there's potential for cotton, coffee or tobacco production. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME199064;Production in Indonesia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199064;Now that Indonesia is fully westernized, the opportunity to shift its production out of agriculture for the internal market to an exportation-driven model was put forward by several $COUNTRY_ADJ$ companies. In $CAPITAL$, discussions began with several companies putting forward proposals on what to focus and what to incentive. From the jungles of South East Asia to its islands and beaches, a new era for agriculture in the Indonesian provinces are dawning.;;;;;;;;;;;;x\nIn Indonesia there's potential for virtually any cash crop, as well as mineral potential. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB199064;We know there are mineral riches - we just need to keep looking. §R(Pay or owe 200,000¤)§W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME199065;Production in $COUNTRY_ADJ$ Guine-Bissau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199065;$COUNTRY_ADJ$ Guine-Bissau has just been declared a colony. The $COUNTRY_ADJ$ government commissioned charters and maps to assess the economic potential of the colony and in $CAPITAL$ several companies expressed their interest in opening new plantations as new territories are charted. Now with the charters almost complete and with the new colonial organization in place, the $COUNTRY_ADJ$ companies interested in developing new business are drawing plans to expand their business.\nIn Guine-Bissau there's potential for the usual cash crops, as well as forestry potential. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTD199065;We should make the most of the jungles we have.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME199066;Production in $COUNTRY_ADJ$ Madagascar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199066;$COUNTRY_ADJ$ Madagascar has just been declared a colony. The $COUNTRY_ADJ$ government commissioned charters and maps to assess the economic potential of the colony and in $CAPITAL$ several companies expressed their interest in opening new plantations as new territories are charted. Now with the charters almost complete and with the new colonial organization in place, the $COUNTRY_ADJ$ companies interested in developing new business are drawing plans to expand their business.\nIn Madagascar there's potential for the usual cash crops, as well as forestry potential. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME199067;Production in $COUNTRY_ADJ$ Zimbabwe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199067;$COUNTRY_ADJ$ Zimbabwe has just been declared a colony. The $COUNTRY_ADJ$ government commissioned charters and maps to assess the economic potential of the colony and in $CAPITAL$ several companies expressed their interest in opening new plantations as new territories are charted. Now with the charters almost complete and with the new colonial organization in place, the $COUNTRY_ADJ$ companies interested in developing new business are drawing plans to expand their business.\nIn Zimbabwe there's potential for tobacco, coffee and iron production potential. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME199068;Production in $COUNTRY_ADJ$ Rwanda-Burundi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199068;$COUNTRY_ADJ$ Rwanda-Burundi has just been declared a colony. The $COUNTRY_ADJ$ government commissioned charters and maps to assess the economic potential of the colony and in $CAPITAL$ several companies expressed their interest in opening new plantations as new territories are charted. Now with the charters almost complete and with the new colonial organization in place, the $COUNTRY_ADJ$ companies interested in developing new business are drawing plans to expand their business.\nIn Rwanda-Burundi there's potential for tobacco, coffee and tea production potential, as well forestry products. We can leave the companies with their own plans or we can choose to guide them to better serve the interests of the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB199068;Focus on tea and tobacco.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTC199068;Focus on rubber and tropical wood.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME70005;$COUNTRY_ADJ$ Dismantlement;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTDESC70005;Like vultures, the winners of the last war descended on our colonial possessions. Today in $CAPITAL$ another round of talks begun with the winning nations debating how to properly divide $COUNTRY_ADJ$ colonial territories.;;;;;;;;;;;;;;;;;;;;;x;;;;
EVT70005OPTA;Damn them!;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTNAME70006;$COUNTRY_ADJ$ Non-organized Territories;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTNAME96096;$COUNTRY_ADJ$ $FROMCOUNTRY$;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTDESC96096;Our diplomats secured a rounding success today in $CAPITAL$ as they managed to pry the rights to the colony of $FROMCOUNTRY$ during the last round of talks on the dismantlement of the defeated countries. The colony might rebel against our rule and fight for their independence, but our exclusive claim to it is sure to make other powers envious of $COUNTRY_ADJ$ diplomacy.;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTOPTA96096;Let $FROMCOUNTRY$ welcome $COUNTRY_ADJ$ rule.;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTOPTB96096;We will wait for other colonial opportunities.;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTOPTC96096;We are not interested in any more colonies.;;;;;;;;;;;;;;;;;;;;;x;;;;
EVTNAME96097;The $FROMCOUNTRY_ADJ$ Ultimatum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC96097;Our self-rule period has the possibility of ending sooner rather than never. The $FROMCOUNTRY_ADJ$ government sent and envoy to $CAPITAL$ with an ultimatum: as part of their peace deal with our former overlords, our nation is to be annexed as a colony of the $FROMCOUNTRY_ADJ$ empire.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA96097;We have no choice but to submit.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB96097;They will never take our freedom!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME96099;$FROMCOUNTRY$'s Refusal;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC96099;The colonial partition of our enemy was proceeding according to plan. The defeated nation agreed to our demands and its colonies are being claimed by the victors. The $FROMCOUNTRY_ADJ$, however, refuse to cooperate. They claim a right to self rule and say they will not be exploited again. Our envoys returned to $CAPITAL$ with the negative answer and it seems the only way we will get $FROMCOUNTRY$ as a colony is through war.;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA96099;If they want war, they will have war.;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB96099;They are not worth the trouble.;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME961000;$COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Colonial Treaty;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC961000;The $FROMCOUNTRY_ADJ$ government lost the war. Their colonial empire crumbled, and our outstanding disputes with them are now solved - in our favour.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA961000;These are our rightful lands.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME9712004;Joining Forces with $FROMCOUNTRY$;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC9712004;$FROMCOUNTRY_ADJ$ envoys arrived today in $CAPITAL$ with an apocalyptic message: They believe the survival of the $FROMCOUNTRY_ADJ$ and $COUNTRY_ADJ$ people and way of life is threatened by foreign powers and the only way to protect it is for us to join forces - therefore they want to renege on their ties to their old masters and join our country.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT9712004OPTA;We welcome them with open arms.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME971201;A Shift in the Balance of $COUNTRY_ADJ$ Politics;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC971201;For years our overlords held the true power behind the $COUNTRY_ADJ$ $MONARCHTITLE$. They protected us, and we paid them with our respect and the fruits of our toil. But that is soon to change as a momentous shift happened in $YEAR$ that shocked our old allegiances. Our former overlords lost all their influence in $CAPITAL$ and a new power creeped in, little by little, until it overwhelmed our former protectors. Now they are nowhere to be seen and the newcomers are upping the pressure for us to take a stance in the future of the region: should we to shift our allegiance, go alone or something else?;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT971201OPTA;We should look for new overlords.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT971201OPTB;This is the opportunity we needed to free ourselves from our shackles.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT971201OPTC;We should join forces with our brethren. §R(Game Over for player)§W;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT971201OPTD;We have faith in our protectors.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME971202;$FROMCOUNTRY$'s Betrayal;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC971202;A $FROMCOUNTRY_ADJ$ envoy arrived today in $CAPITAL$ announcing they renounce their allegiance: they won't be our vassals anymore. This bloodless rebellion is happening due to our waning influence in $FROMCOUNTRY$ and the presence, in their vicinity, of a new Great Power that shook the $FROMCOUNTRY_ADJ$ political establishment. Undoubtedly, they pressured our former vassals into this.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT971202OPTA;Damn them!;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME971203;$FROMCOUNTRY$'s Shifting Allegiance;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC971203;$FROMCOUNTRY_ADJ$ envoys arrived today in $CAPITAL$ seeking a protection and friendship deal from the $COUNTRY_ADJ$ government. They are reneging their old allegiances and abandoning their former master to pledge vassalage to the $COUNTRY_ADJ$ $MONARCHTITLE$ - as we are a growing influence and major power in their region of the world, they see no alternative but to come to us to guarantee their continued survival.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT971203OPTA;We accept their pledge.;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT971203OPTB;Can we really trust someone who betrays their masters so easily?;;;;;;;;;;;;;;;;;;;;;;;;;;x
## Unused Event Keys ##;;;;;;;;;;;;;;x
EVTOPTE199039;We don't need to interfere with the natives.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
## Modifiers ##;;;;;;;;;;;;;;x
benefactor_ai;Benevolent Ruler;;;;;;;;;;;;;;;;;;x,,,,,
desc_benefactor_ai;The ruler of this country is benevolent and non bellicose.;;;;;;;;;;;;;;;;;;x,,,,,
malevolent_ai;Malevolent Ruler;;;;;;;;;;;;;;;;;;x,,,,,
desc_malevolent_ai;The ruler of this country is malicious and bellicose.;;;;;;;;;;;;;;;;;;x,,,,,
being_dismantled;Under Dismantlement;;;;;;;;;;;;;;;;;;;x,,,,,
being_dismantled_desc;Our country has lost and its empire is being divided by the winners.;;;;;;;;;;;;;;;;;;;x,,,,,
colony_to_be_annexed;Colonial Negotiations;;;;;;;;;;;;;;;;;;;;x,,,,,
colony_to_be_annexed_desc;Our former overlord lost a war and now we, as their former colony, are in the negotiation table.;;;;;;;;;;;;;;;;;;;;x,,,,,
considering_colonial_offer;Considering Colonial Offer;;;;;;;;;;;;;;;;;;;x,,,,,
considering_colonial_offer_desc;We are currently discussing one colonial possibility of a recently dismantled country.;;;;;;;;;;;;;;;;;;;x,,,,,
dismantling_country;Dismantling Country;;;;;;;;;;;;;;;;;;;x,,,,,
dismantling_country_desc;Our diplomatic efforts are currently centred in the dismantlement of another country.;;;;;;;;;;;;;;;;;;;x,,,,,
loyal_vassal;Loyal Vassal;;;;;;;;;;;;;;;;;;;x,,,,,
loyal_vassal_desc;We will stand by our protectors.;;;;;;;;;;;;;;;;;;;x,,,,,
#;;;;;;;;;;;;;;;;;;;;;;;;;x
sugar;Sugar;;;;;;;;;x
sugar_plantation;Sugar Plantation;;;;;;;;;x
rum_distillery;Rum Distillery;;;;;;;;;x
artisan_rum;Moonshiner;;;;;;;;;x
spices;Spices;;;;;;;;;x
spice_plantation;Spice Plantation;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
synthetic_rubber_factory;Synthetic Rubber Factory;;;;;;;;;x
sugar_beet_refinery;Sugar Beet Refinery;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
copper;Copper;;;;;;;;;x
cocoa;Cocoa;;;;;;;;;x
fur;Furs;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
cocoa_plantation;Cocoa Plantation;;;;;;;;;x
fur_trapper;Furrier;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
wool_fabric_factory;Woolen Fabric Factory;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
fur_luxury_clothes_factory;Luxury Clothes Factory (Fur);;;;;;;;;x
luxury_clothes_factory;Luxury Clothes Factory (Silk);;;;;;;;;x
fursil_luxury_clothes_factory;Luxury Clothes Factory (Fur & Silk);;;;;;;;;x
fur_trapper;Fur Trapper;;;;;;;;;x
artisan_fur_luxury_clothes;Luxury Clothier (Fur);;;;;;;;;x
artisan_fursil_luxury_clothes;Luxury Clothier (Fur & Silk);;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
bronze_artillery_production;Bronze Artillery Production;;;;;;;;;;;;x,,,
bronze_artillery_production_desc;We have advanced our methods of producing artillery. These must be communicated to our factories,so modern artillery may be mass-produced for our armies.;;;;;;;;;;;;x,,
#;;;;;;;;;;;;;;;;;;;;;;;;;x
intern_african_diaspora_cultures_title;Article 3: African Diaspora Internment;;;;;;;;;;;;;
intern_african_diaspora_cultures_desc;§W"The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the §YAfrican Diaspora - that is, the Afro-American, Afro-Caribbean, Afro-Latinos, Afro-Brazilians, Afro-Antillean and Kreol §W- from the rest of the population. In the execution of this, first of all, is the seizing of the African population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Africans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  African self-government with African officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_central_african_title;Article 3: Central African Internment;;;;;;;;;;;;;
intern_central_african_desc;§W"The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YCentral Africa - that is, the Bakongo, Baguirmi, Fang, Kanuri, Bakuba, Luba, Lunda, Lendu, Kingwana, Chokwe, Kavango-Kimbundu, Mongo, Sara-Baguirmi, Toubou, Ubangi, Northwest Bantu and Central Bantu §W- from the rest of the population. In the execution of this, first of all, is the seizing of the African population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Africans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  African self-government with African officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_east_african_title;Article 3: East African Internment;;;;;;;;;;;;;
intern_east_african_desc;§W"The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YEast Africa - that is, the Amhara, Afar, Azande, Baganda, Beja, Dinka, Fur, Harari, Kefficho, Kikuyu–Kamba, Luo, Kalenjin-Maasai, Nuer, Nuba, Oromo, Banyarwanda, Somali, Sukuma, Swahili, Tigray, Unyamwezi, Kilombero, Northeast Bantu, Cushitic and Nilotic §W- from the rest of the population. In the execution of this, first of all, is the seizing of the African population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Africans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  African self-government with African officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_southern_african_title;Article 3: Southern African Internment;;;;;;;;;;;;;
intern_southern_african_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YSouthern Africa - that is, the Chewa, Nyasa, Herero, Khoisan, Makua, Malagasy, Nguni, Southern Bantu, Ovimbundu, Sena, Shona, Tonga, Yao-Makonde, Xhosa, Tswana and Zulu §W- from the rest of the population. In the execution of this, first of all, is the seizing of the African population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Africans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own African self-government with African officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
interning_finnougric_people_title;Article 3: Finno-Ugric Internment;;;;;;;;;;;;;
interning_finnougric_people_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people §YFinno-Ugric people - that is, the Finnish, Sami and Ugric §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Finno-Ugric population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Finno-Ugrics are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Finno-Ugric self-government with Finno-Ugric officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 1 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_west_african_title;Article 3: West African Internment;;;;;;;;;;;;;
intern_west_african_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YWest Africa - that is, the Akan, Bambara, Dyula, Edo, Ewe, Fon, Fulbe, Hausa, Ijaw, Ibo, Kru, Mande, Western Nigritic, Mossi, Fur, Senufo, Songhai, Bantoid, Tuareg, Wolof, Yoruba and Kwa §W- from the rest of the population. In the execution of this, first of all, is the seizing of the African population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Africans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  African self-government with African officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_pan_albanian_title;Article 3: Albanian Internment;;;;;;;;;;;;;
intern_pan_albanian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the §YAlbanians§W from the rest of the population. In the execution of this, first of all, is the seizing of the Albanian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Albanians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Albanian self-government with Albanian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_arab_title;Article 3: Arab Internment;;;;;;;;;;;;;
intern_arab_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the §YArabs - that is, the Maghrebi, Misri, Mashriqi, Bedouins, Berbers, Maures and Sudanese §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Arab population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Arabs are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Arab self-government with Arab officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_central_asian_title;Article 3: Central Asian Internment;;;;;;;;;;;;;
intern_central_asian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YCentral Asia - that is, the Mongols, Siberians, Yakut, Tibetans and Nepali §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_east_asian_title;Article 3: East Asian Internment;;;;;;;;;;;;;
intern_east_asian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YEast Asia - that is, the Manchu, Beifaren, Nanfaren, Hakka, Miao, Min, Zhuang, Yi and Yue §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 8 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_far_east_asian_title;Article 3: Far-East Asians Internment;;;;;;;;;;;;;
intern_far_east_asian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the §YFar East - that is, the Japanese, Korean and Ainu §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 6 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_south_asian_title;Article 3: Indian Internment;;;;;;;;;;;;;
intern_south_asian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YIndia - that is, the Assamese, Bihari, Manipuri, Oriya, Sinhala, Awadhi, Kanauji, Kashmiri, Gujarati, Marathi, Rajput, Kannada, Malayalam, Tamil and Telegu §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Indian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Indians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Indian self-government with Indian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 8 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_southeast_asian_title;Article 3: Southeast Asian Internment;;;;;;;;;;;;;
intern_southeast_asian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YSoutheast Asia - that is, the Vietnamese, Khmer, Malay, Javanese, Filipinos, Moluccans, Thai, Lao, Shan, Burmese, Kachin, Karen and other Asian Minor §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Asians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Asian self-government with Asian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds  points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_baltic_title;Article 3: Baltic Internment;;;;;;;;;;;;;
intern_baltic_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from §YBaltics - that is, the Lithuanians, Latvians, and Estonians §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Baltic population by the introduction of a registration order and similar appropriate measures. All rights of freedom for Baltics are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Baltic self-government with Baltic officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_beneluxian_title;Article 3: Beneluxian Internment;;;;;;;;;;;;;
intern_beneluxian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the §YBenelux region - that is, the Dutch, Flemish, and Walloons §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Benelux population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Benelux are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Benelux self-government with Benelux officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_british_title;Article 3: British Internment;;;;;;;;;;;;;
intern_british_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the §YBritish Islands - that is, the British, Irish, and Scottish §W- from the rest of the population. In the execution of this, first of all, is the seizing of the British population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the British are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own British self-government with British officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_caucasian_title;Article 3: Caucasus Internment;;;;;;;;;;;;;
intern_caucasian_desc;§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from the §YCaucasus - that is, the Dagestani, Chechens, and Circassians §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Caucasus population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Caucasus peoples are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Caucasus self-government with officials from the Caucasus. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\n§YAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
