claim_slovene_lands_title;Recliaming Slovene Lands;;;;;;;;;;;;;;;;;;;;;;;x
claim_croatian_lands_desc;Bosnia was once an integral part of the Croatian Kingdom, and even today our ethnic legacy carries on throughout Bosnia, now that we have our sovereignty it is time for us to reclaim the region.;;;;;;;;;;;;;;;;;;;;;;;x
claim_croatian_lands_title;Reclaiming Bosnia;;;;;;;;;;;;;;;;;;;;;;;x
tibetan_empire_desc;The Tibetan Empire once ruled a vast land that was taken away from us by the barbarians. The Tibetan people still live in these lands and the time has come for us the claim whats historically ours.;;;;;;;;;;;;;;;;;;;;;;;x
tibetan_empire_title;Claim Greater Tibet;;;;;;;;;;;;;;;;;;;;;;;x
kurdish_diaspora_desc;Our Kurdish brothers are crying out for freedom, we should bring them into our nation and return them to us.;;;;;;;;;;;;;;;;;;;;;;;x
kurdish_diaspora_title;The Kurdish Diaspora;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_bosnia_desc;The Great Powers have denied Bosnia her destiny, that of ruling all the Bosniak peoples. Let us defy them, and forge a greater Bosnia by removing the Serbs from the premises!;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_bosnia_title;Claim Greater Bosnia;;;;;;;;;;;;;;;;;;;;;;;x
claim_bulgarian_lands_desc;The Great Powers have denied Bulgaria her destiny, that of ruling all Bulgarian peoples. Let us defy them, and forge the greater Bulgaria we deserve!;;;;;;;;;;;;;;;;;;;;;;;x
claim_bulgarian_lands_title;Reclamation of Bulgarian Lands;;;;;;;;;;;;;;;;;;;;;;;x
persian_border_dispute_title;Persian Border Dispute;;;;;;;;;;;;;;;;;;;;;;;x
persian_border_dispute_desc;The lands of Khuzestan have been dominated by Persia for too long! It is time for us to assert our rights and take back our own!;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_armenia_desc;Armenia has a rightful claim on the lands to the west, we must stake this claim and fight the Turks for it so we can unit with our brothers in Adana.;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_armenia_title;Reincorporation of the Armenian Plateau;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_pontus_desc;Sevastopol is rightful Pontic clay, we must reclaim it from the scum who overran it centuries ago.;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_pontus_title;Claim Sevastopol;;;;;;;;;;;;;;;;;;;;;;;x
greek_sevastopol_desc;Now that we've regained our ancestor's holdings in Crimea, we should invite the Greeks of Russia to come back to their former home.;;;;;;;;;;;;;;;;;;;;;;;x
greek_sevastopol_title;Greek Crimea;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_persia_desc;Now that Persia has westernized and become a power in her own right, we can reclaim the lands of our forefathers from the conquerers who have taken them from us.;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_persia_title;Reclaiming the Afsharid Dynasty Lands;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_lith_desc;Now that we've gained our independence it is imperative to push the borders of Lithuania to our ethnic boundaries.;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_lith_title;Greater Lithuania;;;;;;;;;;;;;;;;;;;;;;;x
claim_pashtun_regions_desc;Now that we've extended our realm to the Afsharid Dynasty holdings, we can try to incorporate the Pashtun regions in Afghanistan;;;;;;;;;;;;;;;;;;;;;;;x
claim_pashtun_regions_title;Incorporating the Pashtun;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_navarra_desc;The Basque have remained spread across Northern Spain for centuries, and now that we've gained our independence we should extend our state to all the Basque peoples.;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_navarra_title;Uniting the Basque Peoples;;;;;;;;;;;;;;;;;;;;;;;x
claim_republican_borders_desc;Since regaining our freedom from the Austrians our people have grown increasingly militaristic and the cries for retaking the provinces we lost to the Treaty of Campo Formio have grown to the point where they can no longer be ignored. It is time to reclaim our prominence in the Mediterranean.;;;;;;;;;;;;;;;;;;;;;;;x
claim_republican_borders_title;Reclaiming Our Historical Holdings;;;;;;;;;;;;;;;;;;;;;;;x
claim_the_highlands_desc;For the first time in millenia the Assyrian peoples have a nation of their own, let us extend it to all our peoples for the glory of god!;;;;;;;;;;;;;;;;;;;;;;;x
claim_the_highlands_title;Greater Assyria;;;;;;;;;;;;;;;;;;;;;;;x
assyrian_empire_title;Assyrian Empire;;;;;;;;;;;;;;;;;;;;;;;x
assyrian_empire_desc;The Assyrians have regained our power, now we will show the world what true fear means once again.;;;;;;;;;;;;;;;;;;;;;;;x
extending_to_danube_desc;Now that we've regained all our cultural land from the Turks and Austrians we should move to annex the province of Pancevo into our realm, the Romanian minority is eager to join us and the province would extend our natural borders along the Danube.;;;;;;;;;;;;;;;;;;;;;;;x
extending_to_danube_title;Extending to the Danube;;;;;;;;;;;;;;;;;;;;;;;x
greater_nederlander_desc;Numerous groups of our people exist outside the Netherlands currently, it would be in our best interest to attempt to bring them back into the fold.;;;;;;;;;;;;;;;;;;;;;;;x
greater_nederlander_title;Extending Our Borders;;;;;;;;;;;;;;;;;;;;;;;x
accepting_our_brothers_title;Accepting Our Brethren;;;;;;;;;;;;;;;;;;;;;;;x
accepting_our_brothers_desc;Since we've gained control of our Estonian brothers and many former Russian provinces with Karelian minorities, we should adjust our policies to be more inclusive towards them to help unite us against a renewed attempt by the Russians to conquer us.;;;;;;;;;;;;;;;;;;;;;;;x
greater_yugo_desc;Yugoslavia is yet to encompass all lands of the southern slavs, we must seek out and regain these lands for the good of the people.;;;;;;;;;;;;;;;;;;;;;;;x
greater_yugo_title;Greater Yugoslavia;;;;;;;;;;;;;;;;;;;;;;;x
french_blobmode_desc;There are still French European lands that aren't under our control, we should push to integrate them into our own holdings.;;;;;;;;;;;;;;;;;;;;;;;x
french_blobmode_title;French Irredentism;;;;;;;;;;;;;;;;;;;;;;;x
french_colonial_blobmode_desc;Je voudrais une baguette, ah ha ha, oh oh oh oh;;;;;;;;;;;;;;;;;;;;;;;x
french_colonial_blobmode_title;Baguette;;;;;;;;;;;;;;;;;;;;;;;x
canadian_blobmode_desc;The current regime demands that Canada's borders be extended and who would we be to say no?;;;;;;;;;;;;;;;;;;;;;;;x
canadian_blobmode_title;Greater Canada;;;;;;;;;;;;;;;;;;;;;;;x
greater_banat_desc;With German villages and towns in the area now outside German control it would be in everyone's best interest for them to unify with Banat.;;;;;;;;;;;;;;;;;;;;;;;x
greater_banat_title;Greater Banat;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_erdely_title;Claim Greater Transylvania;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_erdely_desc;We could find a solution for the lack of fertile lands in our country by claiming Banat and the Partium and thus obtaining valuable agricultural areas.;;;;;;;;;;;;;;;;;;;;;;;x
greater_poland_desc;We can't let our brothers in East Prussia and Lithuania to stay under foreign rule! ;;;;;;;;;;;;;;;;;;;;;;;x
greater_poland_title;Claim Greater Poland;;;;;;;;;;;;;;;;;;;;;;;x
greater_caribbean_desc;We must claim the Greater Antilles to unite all the Caribbean islands under our Federation and to ensure our rule in the region by getting the most populous and important islands.;;;;;;;;;;;;;;;;;;;;;;;x
greater_caribbean_title;Claim Greater Antilles;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_karelia_desc;We must claim Finnish Karelia and the Kola Peninsula to unite all Karelians under our flag.;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_karelia_title;Greater Karelia;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_turkestan_desc;We must free our Uighur brothers from Chinese rule to unite all of the Central Asian Turkic people under our flag!;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_turkestan_title;Claim East Turkestan;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_korea_desc;We must reclaim the lands once owned by the ancient Korean kingdoms of Koguryo and Balhae to unite all Koreans under our flag.;;;;;;;;;;;;;;;;;;;;;;;x
claim_greater_korea_title;Claim Greater Korea;;;;;;;;;;;;;;;;;;;;;;;x
greater_georgia_desc;We shall claim the lands inhabited by our Laz brothers to unite all Georgians under our flag.;;;;;;;;;;;;;;;;;;;;;;;x
greater_georgia_title;Claim Greater Georgia;;;;;;;;;;;;;;;;;;;;;;;x
greater_portugal_desc;We shall claim Galicia and free our Galician brothers from the Spanish oppression.;;;;;;;;;;;;;;;;;;;;;;;x
greater_portugal_title;Claim Galicia;;;;;;;;;;;;;;;;;;;;;;;x
sa_dreadnought_race_title;South American Dreadnought Race;;;;;;;;;;;;;;;;;;;;;;;x
sa_dreadnought_race_desc;In $YEAR$, the Brazilian Navy found itself well behind the Argentine and Chilean navies in quality and total tonnage, few ships had been ordered since the 1880s, while our continental rivals Argentina and Chile had just concluded a fifteen-year naval arms race which filled their navies with modern warships. Rising demand for coffee and rubber brought the Brazilian government a large increase in revenue and voted to devote some of the proceeds to address this naval imbalance. We believe that building a strong navy would play an essential role in our goal of making the country an international power. However we lack the capacity to build our own large armored ships, so we have to buy them from another nation.;;;;;;;;;;;;;;;;;;;;;;;x
sa_dreadnought_race_arg_title;South American Dreadnought Race;;;;;;;;;;;;;;;;;;;;;;;x
sa_dreadnought_race_arg_desc;Our government has turned into panic after recieving the news of Brazil ordering one of the most powerful dreadnought in the world. Some believe this new ship alone could easily destroy the entire Argentine and Chilean fleets. We quickly moved to nullify the remaining months of the naval-limiting restrictions in the 1902 pact with Chile. However we lack the capacity to build our own ship, so we have to buy them from another nation.;;;;;;;;;;;;;;;;;;;;;;;x
sa_dreadnought_race_chl_title;South American Dreadnought Race;;;;;;;;;;;;;;;;;;;;;;;x
sa_dreadnought_race_chl_desc;Our government has turned into panic after recieving the news of Brazil ordering one of the most powerful dreadnought in the world. Some believe this new ship alone could easily destroy the entire Argentine and Chilean fleets. We quickly moved to nullify the remaining months of the naval-limiting restrictions in the 1902 pact with Argentina. However we lack the capacity to build our own ship, so we have to buy them from another nation.;;;;;;;;;;;;;;;;;;;;;;;x
the_pacific_reclamation;The Pacific Reclamation;;;;;;;;;;;;;;;;;;;;;;;x
the_pacific_reclamation_desc;Our great standing and power in the world has allowed us to show the USA a little taste of its own medicine. We will claim the Pacific provinces for the glory of our nation.;;;;;;;;;;;;;;;;;;;;;;;x
the_pacific_reclamation_setup;The Pacific Reclamation;;;;;;;;;;;;;;;;;;;;;;;x
the_pacific_reclamation_short;The Pacific Reclamation;;;;;;;;;;;;;;;;;;;;;;;x
the_pacific_reclamation_title;The Pacific Reclamation;;;;;;;;;;;;;;;;;;;;;;;x
embrace_wallonian_LUX_title;Embrace Wallonians;;;;;;;;;;;;;;;;;;;;;;;x
embrace_wallonian_LUX_desc;The Wallonians are a predominantly Catholic, French and German speaking nation. We should include them fully in our civil and political institutions and build a stronger country together.;;;;;;;;;;;;;;;;;;;;;;;x
embrace_francophonie_title;Embrace Francophonie;;;;;;;;;;;;;;;;;;;;;;;x
embrace_francophonie_desc;The United Netherlands has ruled over French-speaking peoples in the south for generations now. A new political movement proposes to extend the rights currently enjoyed by the Dutch-speaking majority to the Francophone cultures of the low countries.;;;;;;;;;;;;;;;;;;;;;;;x
etna_expedition_title;The Etna Expedition;;;;;;;;;;;;;;;;;;;;;;;x
etna_expedition_desc;Aside from the small presence at Fort du Bus, we've had no real presence on the New Guinea, and the islands remains virtually unknown to us. Scientist have long been pushing for a naturalist expedition to this unknown land. We can sent an expedition to explore the coastal regions, which might also give us insight into future locations for governmental posts.;;;;;;;;;;;;;;;;;;;;;;;x
Christiania_Oslo_title;Oslo;;;;;;;;;;;;;;;;;;;;;;;x
Christiania_Oslo_desc;Christiania changes its name back to Oslo;;;;;;;;;;;;;;;;;;;;;;;x
NOR_industralisation_title;Norway becomes an industrialized country;;;;;;;;;;;;;;;;;;;;;;;x
NOR_industralisation_desc;Tech School will changed to industrial.;;;;;;;;;;;;;;;;;;;;;;;x
PNJ_embrace_baluchi_minority_desc;The Sikh Empire is a secular, tolerant state. We shall embrace the Baluchi lands under our dominion, and together forge a nation even stronger than before.;;;;;;;;;;;;;;;;;;;;;;;x
PNJ_embrace_baluchi_minority_title;Embrace the Baluchi;;;;;;;;;;;;;;;;;;;;;;;x
release_moldovia_russia_desc;With our holdings in Moldovia cut off from the rest of Russia, it only makes sense that we give the locals more autonomy. Let the Moldivians raise their own armies-- so long as they do so in the service of the Russians.;;;;;;;;;;;;;;;;;;;;;;;x
release_moldovia_russia_title;Release Moldivia;;;;;;;;;;;;;;;;;;;;;;;x
rus_claim_lodermia_desc;The region of Ruthenia has belonged to the Austrians since the first partition of Poland, today we declare that we will rectify this mistake, bringing the Russian peoples there back into the fold.;;;;;;;;;;;;;;;;;;;;;;;x
rus_claim_lodermia_title;The Fate of Ruthenia;;;;;;;;;;;;;;;;;;;;;;;x
all_mexico_title;Annex All of Mexico!;;;;;;;;;;;;;;;;;;;;;;;x
all_mexico_desc;The breadth of our success in the war against Mexico puts us in a position to annex Mexico whole. This would undoutbably lead to resentment, both at home and abroad.;;;;;;;;;;;;;;;;;;;;;;;x
total_war_in_mexico_title;Total War in Mexico;;;;;;;;;;;;;;;;;;;;;;;x
total_war_in_mexico_desc;We must enact an emergency draft to fight the Americans.;;;;;;;;;;;;;;;;;;;;;;;x
reinstitute_slavery_USA;Reinstitute Slavery;;;;;;;;;;;;;;;;;;;;;;;x
reinstitute_slavery_USA_short;Reinstitute Slavery;;;;;;;;;;;;;;;;;;;;;;;x
reinstitute_slavery_USA_setup;Reinstitute Slavery;;;;;;;;;;;;;;;;;;;;;;;x
reinstitute_slavery_USA_desc;Lincoln had it all wrong. This nation's woes stem from the freedom of the Negroes, and our recent political movements have proven this to be so. We must reinstitute slavery to provide a better economy for our nation and a better future for our children.;;;;;;;;;;;;;;;;;;;;;;;x
reinstitute_slavery_USA_title;Reinstitute Slavery;;;;;;;;;;;;;;;;;;;;;;;x
annex_cambodia_desc;Now that the powerful nations of the west have recognized our power and see us as equals, we should annex our Cambodian puppet government.;;;;;;;;;;;;;;;;;;;;;;;x
annex_cambodia_title;Annex Cambodia;;;;;;;;;;;;;;;;;;;;;;;x
port_of_aden_desc;We currently don't possess a base to protect our merchant fleet near Arabia, we could approach the Sultanate of Lahej about purchasing the town of Aden to use as a port in the region.;;;;;;;;;;;;;;;;;;;;;;;x
port_of_aden_title;Port of Aden;;;;;;;;;;;;;;;;;;;;;;;x
aden_protectorate_title;The Aden Protectorate;;;;;;;;;;;;;;;;;;;;;;;x
aden_protectorate_desc;With enough influence among the sheiks of southern Yemen, a treaty could be signed that would force them to acknowledge us as their sovereign. We cede them Aden, and in return they would agree to enter into no relationships with other nations without our express permission. Our continued influence over the Arabian peninsula would be secured.;;;;;;;;;;;;;;;;;;;;;;;x
become_yemen_title;Become Yemen;;;;;;;;;;;;;;;;;;;;;;;x
become_yemen_desc;The Sultanates of Yemen must be united under a single flag -- ours.;;;;;;;;;;;;;;;;;;;;;;;x
become_yemen_nye_title;Become Yemen;;;;;;;;;;;;;;;;;;;;;;;x
become_yemen_nye_desc;Northern and Southern Yemeni must be united under a single flag-- ours.;;;;;;;;;;;;;;;;;;;;;;;x
form_yemen_outside_title;Form Yemen;;;;;;;;;;;;;;;;;;;;;;;x
form_yemen_outside_desc;We are in a position to unite the Southern and Northern Yemeni tribes under a single unified puppet state.;;;;;;;;;;;;;;;;;;;;;;;x
annex_egypt_title;Annex Egypt;;;;;;;;;;;;;;;;;;;;;;;x
annex_egypt_desc;Since we defeated the Mamluks in 1517, the Ottoman Empire has nominally ruled Egypt. Though how much control we have been able to exercise has varied throughout the centuries, our nation's current strength, bolstered by new military technologies that put us leagues ahead of them, will now allow us to rule Egypt more directly than ever before.;;;;;;;;;;;;;;;;;;;;;;;x
annex_tunis_title;Annex Tunis;;;;;;;;;;;;;;;;;;;;;;;x
annex_tunis_desc;Since we defeated the Kingdom of Spain's puppet regime in 1574, the Ottoman Empire has nominally ruled Tunis. Though how much control we have been able to exercise has varied throughout the centuries, our nation's current strength, bolstered by new military technologies that put us leagues ahead of them, will now allow us to rule Tunis more directly than ever before.;;;;;;;;;;;;;;;;;;;;;;;x
annex_hedjaz_title;Annex Hedjaz;;;;;;;;;;;;;;;;;;;;;;;x
annex_hedjaz_desc;Since we forced the Arab tribes there to bow to our rule in the 16th century, the Ottoman Empire has nominally ruled Hedjaz. Though how much control we have been able to exercise has varied throughout the centuries, our nation's current strength, bolstered by new military technologies that put us leagues ahead of them, will now allow us to rule Hedjaz more directly than ever before.;;;;;;;;;;;;;;;;;;;;;;;x
greek_genocide_desc;After gaining their independence by violently and savagely revolting against our enlightened rule, the foul Greeks that border us have continued to advocate for a greater Greek state, which would necessarily involve taking much of our land, including Istanbul. Such sentiments have resulted in enormous amounts of anti-Greek sentiment within our nation, and many propose solving the Greek problem once and for all by massacring these unloyal subjects. Doing so will give us a poor reputation in the eyes of the world, but will appease many in our empire and delegitimize Greek claims on our lands.;;;;;;;;;;;;;;;;;;;;;;;x
greek_genocide_title;The Greek Genocide;;;;;;;;;;;;;;;;;;;;;;;x
final_siege_of_vienna_title;3rd Siege of Vienna;;;;;;;;;;;;;;;;;;;;;;;x
final_siege_of_vienna_desc;The Turks have tried twice before to seige the Austrian capital of Vienna, but both times failed. First time in 1529, during the Ottoman conquest of the Hungarian Kingdom, and the failure at this siege stoped the Ottoman expansion into the Balkans, and lead to the rivalary between Austria and the Ottoman Empire over the next several centuries. The second siege was in 1683, during the Great Turkish War in which a Christain coalition including Austria, German Princes, and Poland-Lithuanina. This war ended the threat that the Ottoman Empire had on Europe, but now we have returned even stronger and have taken the city for and all.;;;;;;;;;;;;;;;;;;;;;;;x
balkan_assimilation_program;The Balkan Assimilation Program blank;;;;;;;;;;;;;;;;;;;;;;;x
balkan_assimilation_program_short;The Balkan Assimilation Program short;;;;;;;;;;;;;;;;;;;;;;;x
balkan_assimilation_program_setup;The Balkan Assimilation Program setup;;;;;;;;;;;;;;;;;;;;;;;x
balkan_assimilation_program_desc;The institution of this assimilation program has been discussed by the leaders of our nation before, and now is a perfect time to properly bring people to Turkishness and honor. This will, of course, create unrest throughout our nation and cause the international community to look down upon us.;;;;;;;;;;;;;;;;;;;;;;;x
balkan_assimilation_program_title;The Balkan Assimilation Program;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program;Cease the Balkan Assimilation Program blank;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_short;Cease the Balkan Assimilation Program short;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_setup;Cease the Balkan Assimilation Program setup;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_desc;Opposition to the Balkan Assimilation Program is not limited to those suffering under its machinations. Leaders in our nation have spoken out against it and perhaps it is time to cease the program, perhaps for good. It will cease the associated unrest and cause other nations to look kindly upon us.;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_title;Cease the Balkan Assimilation Program;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_nontur;Stop the Turk Assimilation Program;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_nontur_short;Stop the Turk Assimilation Program;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_nontur_setup;Stop the Turk Assimilation Program;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_nontur_title;Stop the Turkish Assimilation Program;;;;;;;;;;;;;;;;;;;;;;;x
stop_balkan_assimilation_program_nontur_desc;The Turks had the audacity to try to destroy our culture. Although we have changed its purpose to suit our needs, have we not learned from the experience? We should do unto others as we wish to have done to us. We are better than the Turks, surely!;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC203900;Since Zurich has been reclaimed, it's time to move back to our ancestral home in Habsburg, Aargau.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME203900;Our Ancestral Home;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC203901;The district of Bukovina is currently part of the Kingdom of Galicia and Lodomeria but we could seperate it off and make it a separate Austrian crown land, increasing our power.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME203901;Bukovina;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144000;The Assassination of D'Arcy McGee;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144000;Thomas D'Arcy McGee, an esteemed Canadian nationalist, journalist, and politician, has been assassinated in Ottawa! An Irish Catholic plot is suspected.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144000;We mourn his death.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB144000;They shall hang for their crimes!;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144100;Klondike Gold Rush;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144100;A shipment of gold ore from the Dawson region has caused a frenzy all over North America. Miners are pouring into the area, seeking to make a fortune.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144100;We should increase our presence in this area.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144200;Robert Service;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144200;"There are strange things done in the midnight sun\nBy the men who moil for gold\nThe Arctic trails have their secret tales\nThat would make your blood run cold\nThe Northern Lights have seen queer sights\nBut the queerest they ever did see\nWas the night on the marge of Lake Lebarge\nI cremated Sam McGee\n\nRobert Service was one of the first distinctly Canadian poets. After publishing ""The Songs of a Sourdough"", a collection of poems inspired by his life in the wake of the Klondike gold rush, he was hailed as the ""Canadian Kipling"".";;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144200;Our nation is the luckier for having him.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144300;Fraser Canyon Gold Rush;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144300;A shipment of gold ore from the Vancouver region has caused a frenzy in California. Miners are pouring into the area, seeking to make a fortune.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144300;We should increase our presence in this area.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144400;Cariboo Gold Rush;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144400;A shipment of gold ore from the Kelowna region has caused a frenzy in Victoria. Miners are pouring into the area, seeking to make a fortune.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144400;We should increase our presence in this area.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144500;Omineca Gold Rush;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144500;A shipment of gold ore from the Glenora region has caused a frenzy in Victoria. Miners are pouring into the area, seeking to make a fortune.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144500;We should increase our presence in this area.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144600;Stikine Gold Rush;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144600;A shipment of gold ore from the Atlin region has caused a frenzy in Victoria. Miners are pouring into the area, seeking to make a fortune.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144600;We should increase our presence in this area.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144700;Gold Rush Ends in $PROVINCENAME$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144700;$PROVINCENAME$ is full of miners, and most of the prime sites have been mined out. It seems that the local economy will revert to other resources.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144700;They will have to adapt.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144800;Gold Rush Ends in $PROVINCENAME$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144800;$PROVINCENAME$ is full of miners, and most of the prime sites have been mined out. It seems that the local economy will revert to other resources.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144800;They will have to adapt.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME144900;Gold Rush Ends in $PROVINCENAME$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC144900;$PROVINCENAME$ is full of miners, and most of the prime sites have been mined out. It seems that the local economy will revert to other resources.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA144900;They will have to adapt.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME145000;A mari usque ad mare;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC145000;Far away, along the Saint Lawrence, the various colonies of British North America have come together and united under one flag. With the United States beginning to cast their eye in our direction, perhaps we would be safer if we were also part of this Confederation.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA145000;Invite a delegation to $CAPITAL$;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB145000;We should join them;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTC145000;We will maintain our independence.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_belize_title;The Confederate States has presented an offer for Belize;;;;;;;;;;;;;;;;;;;;;;;x
c_p_belize_desc;Your Majesty, the Confederates have made a generous offer to purchase Belize from us.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_belize_accept_title;Accept the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_belize_decline_title;Decline the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_blantilles_title;The Confederate States has presented an offer for our possessions in Lesser Antilles;;;;;;;;;;;;;;;;;;;;;;;x
c_p_blantilles_desc;Your Majesty, the Confederates have made a generous offer to purchase the Lesser Antilles from us.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_blantilles_accept_title;Accept the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_blantilles_decline_title;Decline the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_bermuda_desc;Your Majesty, the Confederates have made a generous offer to purchase the Caribbean Isles from us.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_bermuda_title;The Confederate States has presented an offer for our possessions in the Caribbean Isles;;;;;;;;;;;;;;;;;;;;;;;x
c_p_bermuda_accept_title;Accept the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_bermuda_decline_title;Decline the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_cuba_accept_title;Accept the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_cuba_decline_title;Decline the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_cuba_desc;Your Majesty, the Confederates have made a generous offer to purchase Cuba from us.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_cuba_title;The Confederate States has presented an offer for Cuba;;;;;;;;;;;;;;;;;;;;;;;x
c_p_guadeloupe_accept_title;Accept the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_guadeloupe_decline_title;Decline the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_guadeloupe_desc;Your Majesty, the Confederates have made a generous offer to purchase the isle of Guadeloupe from us.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_guadeloupe_title;The Confederate States has presented an offer for Guadeloupe;;;;;;;;;;;;;;;;;;;;;;;x
c_p_martinique_accept_title;Accept the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_martinique_decline_title;Decline the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_martinique_desc;Your Majesty, the Confederates have made a generous offer to purchase Martinique from us.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_martinique_title;The Confederate States has presented an offer for Martinique;;;;;;;;;;;;;;;;;;;;;;;x
c_p_offer_desc;Make an offer to the Europeans for their possessions in the Caribbean Sea.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_offer_title;The Caribbean Purchase;;;;;;;;;;;;;;;;;;;;;;;x
c_p_prico_accept_title;Accept the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_prico_decline_title;Decline the offer.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_puertorico_desc;Your Majesty, the Confederates have made a generous offer to purchase Puerto Rico from us.;;;;;;;;;;;;;;;;;;;;;;;x
c_p_puertorico_title;The Confederate States has presented an offer for Puerto Rico;;;;;;;;;;;;;;;;;;;;;;;x
